t,cell,size,z,r,p
0.0,0.0,1.0,0.0,0.0,0.0
1.01997,0.0,1.0,0.0,0.0,55.0
2.00419,0.0,1.0,0.0,0.0,101.0
3.01451,0.0,1.0,0.0,1.0,146.0
4.0088,0.0,1.0,0.0,0.0,197.0
5.01537,0.0,1.0,0.0,0.0,253.0
6.00146,0.0,1.0,0.0,3.0,308.0
7.00434,0.0,1.0,1.0,3.0,364.0
8.02869,0.0,1.0,1.0,3.0,421.0
9.02073,0.0,1.0,0.0,3.0,471.0
10.00364,0.0,1.0,1.0,4.0,532.0
11.00084,0.0,1.0,1.0,4.0,592.0
12.00148,0.0,1.0,1.0,5.0,639.0
13.00313,0.0,1.0,1.0,6.0,704.0
14.02375,0.0,1.0,1.0,5.0,754.0
15.02651,0.0,1.0,2.0,6.0,802.0
16.00011,0.0,1.0,2.0,8.0,859.0
17.012,0.0,1.0,2.0,8.0,909.0
18.00211,0.0,1.0,3.0,8.0,956.0
19.01358,0.0,1.0,3.0,9.0,997.0
20.05721,0.0,1.0,3.0,10.0,1049.0
21.03794,0.0,1.0,3.0,12.0,1092.0
22.00235,0.0,1.0,3.0,12.0,1140.0
23.01034,0.0,1.0,3.0,13.0,1207.0
24.03125,0.0,1.0,3.0,13.0,1250.0
25.00518,0.0,1.0,3.0,15.0,1292.0
26.00723,0.0,1.0,3.0,17.0,1342.0
27.0245,0.0,1.0,3.0,17.0,1400.0
28.02867,0.0,1.0,4.0,19.0,1446.0
29.0168,0.0,1.0,4.0,19.0,1511.0
30.0213,0.0,1.0,4.0,24.0,1555.0
31.07347,0.0,1.0,4.0,24.0,1608.0
32.00314,0.0,1.0,4.0,24.0,1657.0
33.00475,0.0,1.0,4.0,24.0,1722.0
34.0265,0.0,1.0,4.0,25.0,1784.0
35.0293,0.0,1.0,4.0,26.0,1830.0
36.00512,0.0,1.0,4.0,26.0,1902.0
37.0059,0.0,1.0,4.0,27.0,1959.0
38.00046,0.0,1.0,5.0,28.0,2000.0
39.00003,0.0,1.0,5.0,29.0,2046.0
40.01641,0.0,1.0,5.0,29.0,2102.0
41.00213,0.0,1.0,5.0,30.0,2149.0
42.00445,0.0,1.0,5.0,31.0,2192.0
43.04189,0.0,1.0,6.0,31.0,2253.0
44.00281,0.0,1.0,6.0,31.0,2305.0
45.01174,0.0,1.0,6.0,33.0,2367.0
46.0345,0.0,1.0,6.0,34.0,2422.0
47.00234,0.0,1.0,7.0,36.0,2470.0
48.00844,0.0,1.0,7.0,37.0,2529.0
49.05186,0.0,1.0,7.0,36.0,2590.0
50.00465,0.0,1.0,7.0,37.0,2628.0
51.04398,0.0,1.0,7.0,38.0,2679.0
52.00552,0.0,1.0,6.0,39.0,2719.0
53.03,0.0,1.0,6.0,39.0,2779.0
54.02606,0.0,1.0,6.0,38.0,2831.0
55.00103,0.0,1.0,7.0,41.0,2881.0
56.02915,0.0,1.0,8.0,43.0,2932.0
57.01335,0.0,1.0,8.0,45.0,2981.0
58.01946,0.0,1.0,8.0,46.0,3032.0
59.00974,0.0,1.0,8.0,47.0,3079.0
60.03826,0.0,1.0,8.0,48.0,3121.0
61.00864,0.0,1.0,8.0,50.0,3171.0
62.0105,0.0,1.0,9.0,50.0,3215.0
63.00544,0.0,1.0,9.0,51.0,3273.0
64.01228,0.0,1.0,9.0,51.0,3317.0
65.02215,0.0,1.0,9.0,52.0,3372.0
66.0087,0.0,1.0,9.0,52.0,3412.0
67.01333,0.0,1.0,9.0,53.0,3473.0
68.02204,0.0,1.0,9.0,53.0,3541.0
69.001,0.0,1.0,9.0,55.0,3584.0
70.04015,0.0,1.0,9.0,55.0,3635.0
71.02174,0.0,1.0,8.0,55.0,3681.0
72.07641,0.0,1.0,8.0,55.0,3736.0
73.00757,0.0,1.0,7.0,57.0,3779.0
74.00186,0.0,1.0,8.0,57.0,3827.0
75.00772,0.0,1.0,8.0,57.0,3880.0
76.0282,0.0,1.0,9.0,57.0,3917.0
77.0055,0.0,1.0,9.0,59.0,3968.0
78.00357,0.0,1.0,9.0,60.0,4018.0
79.02903,0.0,1.0,10.0,60.0,4068.0
80.00053,0.0,1.0,10.0,62.0,4109.0
81.039,0.0,1.0,10.0,63.0,4163.0
82.02011,0.0,1.0,9.0,63.0,4216.0
83.01487,0.0,1.0,9.0,63.0,4261.0
84.00745,0.0,1.0,9.0,63.0,4320.0
85.04446,0.0,1.0,9.0,66.0,4385.0
86.00386,0.0,1.0,10.0,66.0,4418.0
87.00475,0.0,1.0,11.0,70.0,4461.0
88.01419,0.0,1.0,11.0,71.0,4521.0
89.00587,0.0,1.0,11.0,73.0,4568.0
90.0509,0.0,1.0,11.0,73.0,4617.0
91.0056,0.0,1.0,11.0,73.0,4657.0
92.00286,0.0,1.0,12.0,76.0,4704.0
93.0021,0.0,1.0,12.0,77.0,4742.0
94.00721,0.0,1.0,12.0,78.0,4797.0
95.01938,0.0,1.0,12.0,79.0,4833.0
96.00143,0.0,1.0,12.0,78.0,4885.0
97.0044,0.0,1.0,12.0,77.0,4937.0
98.04456,0.0,1.0,12.0,77.0,4980.0
99.03561,0.0,1.0,12.0,78.0,5028.0
100.01945,0.0,1.0,12.0,80.0,5088.0
101.01576,0.0,1.0,12.0,81.0,5141.0
102.02038,0.0,1.0,13.0,83.0,5186.0
103.04803,0.0,1.0,13.0,84.0,5231.0
104.05015,0.0,1.0,14.0,89.0,5282.0
105.01269,0.0,1.0,14.0,89.0,5318.0
106.01137,0.0,1.0,14.0,90.0,5372.0
107.00359,0.0,1.0,14.0,91.0,5433.0
108.04015,0.0,1.0,14.0,92.0,5488.0
109.03921,0.0,1.0,14.0,92.0,5540.0
110.00248,0.0,1.0,14.0,94.0,5588.0
111.04163,0.0,1.0,15.0,95.0,5639.0
112.015,0.0,1.0,15.0,95.0,5679.0
113.01968,0.0,1.0,15.0,93.0,5728.0
114.00233,0.0,1.0,16.0,93.0,5779.0
115.00571,0.0,1.0,17.0,94.0,5823.0
116.01448,0.0,1.0,17.0,94.0,5862.0
117.00368,0.0,1.0,17.0,96.0,5912.0
118.00395,0.0,1.0,17.0,96.0,5962.0
119.0159,0.0,1.0,16.0,97.0,6013.0
120.0134,0.0,1.0,16.0,96.0,6052.0
121.01995,0.0,1.0,17.0,96.0,6102.0
122.0046,0.0,1.0,17.0,97.0,6148.0
123.03389,0.0,1.0,17.0,98.0,6179.0
124.0341,0.0,1.0,17.0,97.0,6212.0
125.00574,0.0,1.0,17.0,97.0,6267.0
126.00266,0.0,1.0,17.0,98.0,6311.0
127.04042,0.0,1.0,18.0,98.0,6358.0
128.04174,0.0,1.0,18.0,99.0,6402.0
129.01411,0.0,1.0,18.0,100.0,6450.0
130.02894,0.0,1.0,18.0,101.0,6491.0
131.05613,0.0,1.0,18.0,102.0,6544.0
132.01357,0.0,1.0,18.0,103.0,6609.0
133.00587,0.0,1.0,18.0,104.0,6665.0
134.02139,0.0,1.0,18.0,106.0,6727.0
135.00204,0.0,1.0,18.0,106.0,6775.0
136.04288,0.0,1.0,18.0,108.0,6842.0
137.00163,0.0,1.0,18.0,110.0,6891.0
138.00175,0.0,1.0,18.0,110.0,6937.0
139.03911,0.0,1.0,18.0,110.0,6979.0
140.00078,0.0,1.0,18.0,111.0,7031.0
141.01415,0.0,1.0,18.0,113.0,7074.0
142.01552,0.0,1.0,18.0,114.0,7122.0
143.00709,0.0,1.0,18.0,116.0,7165.0
144.0143,0.0,1.0,18.0,117.0,7221.0
145.0061,0.0,1.0,19.0,117.0,7264.0
146.01012,0.0,1.0,19.0,119.0,7323.0
147.02785,0.0,1.0,19.0,120.0,7375.0
148.00864,0.0,1.0,19.0,121.0,7411.0
149.00577,0.0,1.0,19.0,123.0,7459.0
0.0,1.0,1.0,0.0,0.0,0.0
1.00097,1.0,1.0,0.0,-1.0,68.0
2.01652,1.0,1.0,0.0,0.0,128.0
3.04561,1.0,1.0,0.0,1.0,181.0
4.01189,1.0,1.0,0.0,1.0,221.0
5.01182,1.0,1.0,0.0,1.0,264.0
6.00129,1.0,1.0,0.0,3.0,322.0
7.01094,1.0,1.0,0.0,3.0,368.0
8.05032,1.0,1.0,0.0,4.0,414.0
9.0035,1.0,1.0,0.0,6.0,462.0
10.00141,1.0,1.0,1.0,7.0,507.0
11.00649,1.0,1.0,1.0,7.0,566.0
12.01281,1.0,1.0,1.0,7.0,624.0
13.00007,1.0,1.0,1.0,6.0,671.0
14.02874,1.0,1.0,1.0,6.0,722.0
15.05049,1.0,1.0,1.0,7.0,778.0
16.00679,1.0,1.0,1.0,7.0,832.0
17.00507,1.0,1.0,2.0,7.0,871.0
18.00172,1.0,1.0,2.0,8.0,928.0
19.01643,1.0,1.0,2.0,8.0,994.0
20.00514,1.0,1.0,2.0,9.0,1031.0
21.01284,1.0,1.0,2.0,10.0,1079.0
22.00944,1.0,1.0,2.0,10.0,1136.0
23.01302,1.0,1.0,2.0,11.0,1181.0
24.01134,1.0,1.0,2.0,11.0,1214.0
25.02217,1.0,1.0,2.0,12.0,1268.0
26.03282,1.0,1.0,2.0,14.0,1309.0
27.05381,1.0,1.0,2.0,14.0,1344.0
28.04031,1.0,1.0,2.0,17.0,1392.0
29.00432,1.0,1.0,4.0,20.0,1450.0
30.00785,1.0,1.0,5.0,21.0,1503.0
31.00296,1.0,1.0,5.0,21.0,1552.0
32.00065,1.0,1.0,4.0,22.0,1605.0
33.01038,1.0,1.0,4.0,22.0,1647.0
34.01206,1.0,1.0,4.0,22.0,1696.0
35.01955,1.0,1.0,4.0,26.0,1748.0
36.00372,1.0,1.0,6.0,27.0,1788.0
37.02358,1.0,1.0,6.0,28.0,1837.0
38.02314,1.0,1.0,6.0,29.0,1897.0
39.02892,1.0,1.0,6.0,30.0,1943.0
40.01386,1.0,1.0,7.0,30.0,1992.0
41.06425,1.0,1.0,8.0,29.0,2045.0
42.00469,1.0,1.0,8.0,29.0,2083.0
43.0244,1.0,1.0,8.0,29.0,2138.0
44.02043,1.0,1.0,8.0,31.0,2186.0
45.00211,1.0,1.0,8.0,31.0,2232.0
46.00411,1.0,1.0,8.0,31.0,2286.0
47.03989,1.0,1.0,8.0,33.0,2343.0
48.06926,1.0,1.0,8.0,34.0,2387.0
49.00694,1.0,1.0,8.0,34.0,2445.0
50.00444,1.0,1.0,8.0,36.0,2494.0
51.00454,1.0,1.0,8.0,36.0,2540.0
52.01641,1.0,1.0,8.0,39.0,2594.0
53.07181,1.0,1.0,8.0,41.0,2647.0
54.1209,1.0,1.0,8.0,42.0,2694.0
55.01829,1.0,1.0,8.0,45.0,2734.0
56.00553,1.0,1.0,7.0,45.0,2780.0
57.01133,1.0,1.0,7.0,46.0,2837.0
58.02921,1.0,1.0,7.0,47.0,2884.0
59.00631,1.0,1.0,7.0,47.0,2927.0
60.03117,1.0,1.0,7.0,46.0,2977.0
61.00899,1.0,1.0,7.0,45.0,3024.0
62.10275,1.0,1.0,7.0,46.0,3067.0
63.0036,1.0,1.0,7.0,46.0,3112.0
64.00048,1.0,1.0,7.0,48.0,3172.0
65.0159,1.0,1.0,6.0,50.0,3230.0
66.02224,1.0,1.0,6.0,52.0,3272.0
67.00359,1.0,1.0,7.0,55.0,3337.0
68.01735,1.0,1.0,7.0,55.0,3397.0
69.00714,1.0,1.0,7.0,57.0,3442.0
70.01888,1.0,1.0,7.0,57.0,3486.0
71.03331,1.0,1.0,7.0,57.0,3534.0
72.0277,1.0,1.0,7.0,58.0,3584.0
73.00603,1.0,1.0,7.0,58.0,3635.0
74.00088,1.0,1.0,8.0,59.0,3681.0
75.00103,1.0,1.0,9.0,60.0,3739.0
76.0097,1.0,1.0,9.0,61.0,3789.0
77.01751,1.0,1.0,9.0,63.0,3845.0
78.01562,1.0,1.0,9.0,63.0,3899.0
79.04692,1.0,1.0,9.0,62.0,3951.0
80.01548,1.0,1.0,9.0,62.0,4000.0
81.00858,1.0,1.0,9.0,62.0,4049.0
82.00889,1.0,1.0,9.0,64.0,4096.0
83.02008,1.0,1.0,9.0,64.0,4146.0
84.00379,1.0,1.0,9.0,66.0,4195.0
85.04807,1.0,1.0,9.0,66.0,4253.0
86.01183,1.0,1.0,9.0,69.0,4294.0
87.00254,1.0,1.0,9.0,70.0,4344.0
88.00614,1.0,1.0,9.0,70.0,4392.0
89.02665,1.0,1.0,9.0,71.0,4454.0
90.01088,1.0,1.0,9.0,71.0,4500.0
91.0015,1.0,1.0,9.0,72.0,4546.0
92.00428,1.0,1.0,9.0,73.0,4597.0
93.00478,1.0,1.0,8.0,75.0,4661.0
94.00152,1.0,1.0,9.0,76.0,4706.0
95.00085,1.0,1.0,10.0,75.0,4749.0
96.00356,1.0,1.0,11.0,76.0,4802.0
97.00061,1.0,1.0,11.0,77.0,4855.0
98.05096,1.0,1.0,11.0,76.0,4895.0
99.00845,1.0,1.0,11.0,77.0,4951.0
100.03729,1.0,1.0,11.0,77.0,5003.0
101.00109,1.0,1.0,11.0,79.0,5066.0
102.03327,1.0,1.0,11.0,78.0,5113.0
103.05295,1.0,1.0,11.0,78.0,5162.0
104.02456,1.0,1.0,11.0,79.0,5211.0
105.03219,1.0,1.0,11.0,82.0,5251.0
106.0266,1.0,1.0,11.0,83.0,5299.0
107.03227,1.0,1.0,11.0,83.0,5356.0
108.00509,1.0,1.0,10.0,83.0,5412.0
109.00826,1.0,1.0,10.0,82.0,5461.0
110.00953,1.0,1.0,11.0,82.0,5513.0
111.00366,1.0,1.0,12.0,85.0,5558.0
112.00271,1.0,1.0,12.0,87.0,5604.0
113.00472,1.0,1.0,13.0,88.0,5658.0
114.01959,1.0,1.0,13.0,90.0,5708.0
115.01462,1.0,1.0,13.0,91.0,5749.0
116.02294,1.0,1.0,13.0,91.0,5789.0
117.02636,1.0,1.0,13.0,91.0,5837.0
118.09077,1.0,1.0,14.0,91.0,5885.0
119.00989,1.0,1.0,15.0,92.0,5931.0
120.09029,1.0,1.0,15.0,92.0,5981.0
121.02369,1.0,1.0,15.0,92.0,6034.0
122.00588,1.0,1.0,15.0,95.0,6080.0
123.03686,1.0,1.0,15.0,97.0,6141.0
124.00099,1.0,1.0,15.0,97.0,6191.0
125.01078,1.0,1.0,16.0,99.0,6246.0
126.01065,1.0,1.0,16.0,100.0,6297.0
127.03586,1.0,1.0,16.0,101.0,6332.0
128.0211,1.0,1.0,17.0,100.0,6384.0
129.09191,1.0,1.0,17.0,101.0,6438.0
130.00325,1.0,1.0,17.0,102.0,6493.0
131.01211,1.0,1.0,17.0,104.0,6544.0
132.00175,1.0,1.0,18.0,104.0,6588.0
133.01798,1.0,1.0,18.0,104.0,6646.0
134.01262,1.0,1.0,18.0,105.0,6683.0
135.02531,1.0,1.0,18.0,106.0,6749.0
136.01093,1.0,1.0,18.0,107.0,6804.0
137.01395,1.0,1.0,18.0,111.0,6844.0
138.00565,1.0,1.0,18.0,110.0,6897.0
139.06526,1.0,1.0,19.0,113.0,6947.0
140.05239,1.0,1.0,19.0,113.0,6991.0
141.00452,1.0,1.0,19.0,116.0,7031.0
142.01891,1.0,1.0,19.0,116.0,7075.0
143.01041,1.0,1.0,19.0,115.0,7124.0
144.0129,1.0,1.0,20.0,116.0,7171.0
145.01223,1.0,1.0,20.0,116.0,7232.0
146.02784,1.0,1.0,20.0,116.0,7287.0
147.0647,1.0,1.0,20.0,117.0,7337.0
148.0067,1.0,1.0,20.0,117.0,7379.0
149.01091,1.0,1.0,21.0,118.0,7428.0
0.0,2.0,1.0,0.0,0.0,0.0
1.016,2.0,1.0,0.0,1.0,49.0
2.03195,2.0,1.0,0.0,2.0,105.0
3.03012,2.0,1.0,0.0,5.0,162.0
4.02297,2.0,1.0,2.0,6.0,209.0
5.00309,2.0,1.0,2.0,6.0,266.0
6.02394,2.0,1.0,2.0,7.0,309.0
7.00581,2.0,1.0,2.0,7.0,351.0
8.01278,2.0,1.0,2.0,7.0,411.0
9.01233,2.0,1.0,3.0,7.0,461.0
10.01426,2.0,1.0,3.0,11.0,514.0
11.01707,2.0,1.0,3.0,11.0,562.0
12.00894,2.0,1.0,3.0,11.0,612.0
13.04501,2.0,1.0,3.0,11.0,678.0
14.00345,2.0,1.0,3.0,11.0,729.0
15.0113,2.0,1.0,4.0,12.0,783.0
16.00363,2.0,1.0,4.0,12.0,833.0
17.00218,2.0,1.0,4.0,13.0,889.0
18.05552,2.0,1.0,4.0,14.0,932.0
19.01324,2.0,1.0,4.0,14.0,978.0
20.03497,2.0,1.0,4.0,14.0,1030.0
21.00361,2.0,1.0,5.0,15.0,1080.0
22.0142,2.0,1.0,5.0,15.0,1137.0
23.00435,2.0,1.0,6.0,18.0,1201.0
24.04352,2.0,1.0,6.0,19.0,1255.0
25.01125,2.0,1.0,6.0,19.0,1294.0
26.00205,2.0,1.0,5.0,21.0,1348.0
27.00144,2.0,1.0,5.0,23.0,1412.0
28.02288,2.0,1.0,6.0,24.0,1464.0
29.00513,2.0,1.0,7.0,24.0,1512.0
30.03655,2.0,1.0,7.0,25.0,1555.0
31.00855,2.0,1.0,7.0,26.0,1610.0
32.0992,2.0,1.0,7.0,27.0,1662.0
33.08726,2.0,1.0,7.0,27.0,1711.0
34.0269,2.0,1.0,7.0,28.0,1759.0
35.02187,2.0,1.0,7.0,28.0,1806.0
36.00208,2.0,1.0,7.0,29.0,1855.0
37.00544,2.0,1.0,7.0,29.0,1895.0
38.00807,2.0,1.0,7.0,31.0,1923.0
39.01267,2.0,1.0,7.0,32.0,1967.0
40.02945,2.0,1.0,7.0,33.0,2023.0
41.02315,2.0,1.0,7.0,34.0,2065.0
42.01542,2.0,1.0,7.0,34.0,2121.0
43.05382,2.0,1.0,7.0,34.0,2167.0
44.00546,2.0,1.0,8.0,33.0,2218.0
45.01059,2.0,1.0,8.0,34.0,2267.0
46.07041,2.0,1.0,8.0,36.0,2306.0
47.01808,2.0,1.0,8.0,37.0,2364.0
48.00071,2.0,1.0,8.0,38.0,2411.0
49.00533,2.0,1.0,8.0,39.0,2455.0
50.01215,2.0,1.0,8.0,39.0,2499.0
51.00317,2.0,1.0,8.0,41.0,2564.0
52.00386,2.0,1.0,7.0,41.0,2619.0
53.01136,2.0,1.0,7.0,42.0,2664.0
54.01283,2.0,1.0,8.0,42.0,2727.0
55.00367,2.0,1.0,8.0,43.0,2779.0
56.01709,2.0,1.0,8.0,43.0,2819.0
57.00278,2.0,1.0,9.0,44.0,2869.0
58.01141,2.0,1.0,9.0,46.0,2926.0
59.00183,2.0,1.0,9.0,48.0,2970.0
60.00928,2.0,1.0,9.0,49.0,3024.0
61.04332,2.0,1.0,9.0,50.0,3084.0
62.02747,2.0,1.0,9.0,50.0,3134.0
63.00492,2.0,1.0,9.0,49.0,3185.0
64.02354,2.0,1.0,9.0,49.0,3235.0
65.00002,2.0,1.0,9.0,51.0,3274.0
66.07329,2.0,1.0,9.0,52.0,3336.0
67.08818,2.0,1.0,9.0,53.0,3379.0
68.00732,2.0,1.0,10.0,53.0,3433.0
69.01023,2.0,1.0,10.0,53.0,3482.0
70.01457,2.0,1.0,10.0,55.0,3521.0
71.00224,2.0,1.0,10.0,56.0,3583.0
72.02256,2.0,1.0,10.0,58.0,3630.0
73.00997,2.0,1.0,10.0,58.0,3683.0
74.00852,2.0,1.0,10.0,59.0,3732.0
75.03637,2.0,1.0,10.0,59.0,3807.0
76.00111,2.0,1.0,10.0,58.0,3853.0
77.00377,2.0,1.0,10.0,58.0,3900.0
78.01111,2.0,1.0,10.0,58.0,3947.0
79.04996,2.0,1.0,10.0,60.0,4011.0
80.05751,2.0,1.0,11.0,61.0,4070.0
81.01314,2.0,1.0,10.0,61.0,4117.0
82.00804,2.0,1.0,9.0,61.0,4170.0
83.00041,2.0,1.0,9.0,61.0,4223.0
84.02337,2.0,1.0,9.0,62.0,4278.0
85.011,2.0,1.0,9.0,63.0,4328.0
86.03241,2.0,1.0,9.0,63.0,4386.0
87.01272,2.0,1.0,9.0,64.0,4429.0
88.00855,2.0,1.0,9.0,68.0,4475.0
89.00504,2.0,1.0,9.0,68.0,4522.0
90.00218,2.0,1.0,9.0,68.0,4574.0
91.00026,2.0,1.0,10.0,69.0,4616.0
92.03507,2.0,1.0,10.0,68.0,4672.0
93.03563,2.0,1.0,10.0,69.0,4718.0
94.01656,2.0,1.0,10.0,72.0,4756.0
95.04502,2.0,1.0,10.0,71.0,4807.0
96.02287,2.0,1.0,10.0,71.0,4859.0
97.01359,2.0,1.0,10.0,74.0,4926.0
98.0144,2.0,1.0,11.0,74.0,4967.0
99.00791,2.0,1.0,12.0,74.0,5020.0
100.03415,2.0,1.0,12.0,74.0,5086.0
101.02282,2.0,1.0,12.0,74.0,5125.0
102.00917,2.0,1.0,11.0,74.0,5176.0
103.0268,2.0,1.0,11.0,75.0,5226.0
104.00032,2.0,1.0,11.0,76.0,5278.0
105.03508,2.0,1.0,11.0,79.0,5324.0
106.03158,2.0,1.0,11.0,79.0,5372.0
107.00542,2.0,1.0,11.0,79.0,5423.0
108.03102,2.0,1.0,11.0,80.0,5465.0
109.00744,2.0,1.0,11.0,81.0,5514.0
110.01079,2.0,1.0,11.0,81.0,5548.0
111.02162,2.0,1.0,10.0,81.0,5590.0
112.021,2.0,1.0,10.0,84.0,5632.0
113.04318,2.0,1.0,11.0,84.0,5684.0
114.01839,2.0,1.0,11.0,85.0,5736.0
115.03356,2.0,1.0,11.0,85.0,5793.0
116.05581,2.0,1.0,11.0,85.0,5836.0
117.02442,2.0,1.0,12.0,85.0,5878.0
118.00071,2.0,1.0,12.0,86.0,5930.0
119.0238,2.0,1.0,12.0,86.0,5976.0
120.00285,2.0,1.0,11.0,87.0,6006.0
121.02366,2.0,1.0,10.0,87.0,6061.0
122.02577,2.0,1.0,11.0,86.0,6114.0
123.00017,2.0,1.0,11.0,88.0,6164.0
124.01804,2.0,1.0,11.0,90.0,6216.0
125.01528,2.0,1.0,11.0,91.0,6266.0
126.05257,2.0,1.0,11.0,92.0,6311.0
127.02273,2.0,1.0,11.0,93.0,6368.0
128.01547,2.0,1.0,11.0,95.0,6423.0
129.00792,2.0,1.0,11.0,95.0,6481.0
130.00621,2.0,1.0,11.0,96.0,6530.0
131.00965,2.0,1.0,11.0,97.0,6579.0
132.00159,2.0,1.0,11.0,99.0,6639.0
133.01593,2.0,1.0,11.0,101.0,6700.0
134.01189,2.0,1.0,11.0,102.0,6758.0
135.00675,2.0,1.0,12.0,102.0,6811.0
136.0052,2.0,1.0,12.0,104.0,6856.0
137.05982,2.0,1.0,12.0,104.0,6902.0
138.00554,2.0,1.0,12.0,105.0,6931.0
139.02866,2.0,1.0,13.0,107.0,6979.0
140.01441,2.0,1.0,14.0,107.0,7039.0
141.00943,2.0,1.0,14.0,109.0,7096.0
142.07852,2.0,1.0,14.0,115.0,7149.0
143.00116,2.0,1.0,14.0,116.0,7199.0
144.00012,2.0,1.0,14.0,119.0,7248.0
145.00907,2.0,1.0,15.0,121.0,7302.0
146.03525,2.0,1.0,15.0,122.0,7356.0
147.02399,2.0,1.0,16.0,122.0,7399.0
148.0256,2.0,1.0,16.0,124.0,7458.0
